month	country	direction	code	category	measure	value	netto	quantity	region	district	meta_year	meta_month
11/2019	JP	ИМ	8536691000	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	45000	1	2019	11
11/2019	BY	ЭК	8529101100	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8524 - 8528	1		0	36	45000	1	2019	11
11/2019	CA	ИМ	8708809909	ЧАСТИ И ПРИНАДЛЕЖНОСТИ МОТОРНЫХ ТРАНСПОРТНЫХ СРЕДСТВ ТОВАРНЫХ ПОЗИЦИЙ 8701 - 8705	1		0	0	45000	1	2019	11
11/2019	UA	ЭК	0303670000	РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304	1		0	0	45000	1	2019	11
11/2019	CN	ИМ	9506911000	ИНВЕНТАРЬ И ОБОРУДОВАНИЕ ДЛЯ ЗАНЯТИЙ ОБЩЕЙ ФИЗКУЛЬТУРОЙ, ГИМНАСТИКОЙ, ЛЕГКОЙ АТЛЕТИКОЙ, ПРОЧИМИ ВИДАМИ СПОРТА (ВКЛЮЧАЯ НАСТОЛЬНЫЙ ТЕННИС) ИЛИ ДЛЯ ИГР НА ОТКРЫТОМ ВОЗДУХЕ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; БАССЕЙНЫ ПЛАВАТЕЛЬНЫЕ И БАССЕЙНЫ ДЛЯ ДЕТЕЙ	1		0	0	45000	1	2019	11
11/2019	US	ИМ	3926300000	ИЗДЕЛИЯ ПРОЧИЕ ИЗ ПЛАСТМАСС И ИЗДЕЛИЯ ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901 - 3914	1		0	0	45000	1	2019	11
11/2019	UA	ИМ	4011201000	ШИНЫ И ПОКРЫШКИ ПНЕВМАТИЧЕСКИЕ РЕЗИНОВЫЕ НОВЫЕ	ШТ		24889	1955	45000	1	2019	11
11/2019	DE	ИМ	4011201000	ШИНЫ И ПОКРЫШКИ ПНЕВМАТИЧЕСКИЕ РЕЗИНОВЫЕ НОВЫЕ	ШТ		0	99	45000	1	2019	11
11/2019	KG	ЭК	4415202000	ЯЩИКИ, КОРОБКИ, УПАКОВОЧНЫЕ КЛЕТИ, БАРАБАНЫ И АНАЛОГИЧНАЯ ТАРА, ИЗ ДРЕВЕСИНЫ; КАБЕЛЬНЫЕ БАРАБАНЫ ДЕРЕВЯННЫЕ; ПОДДОНЫ, ПОДДОНЫ ЯЩИЧНЫЕ И ПРОЧИЕ ПОГРУЗОЧНЫЕ ЩИТЫ, ДЕРЕВЯННЫЕ; ОБЕЧАЙКИ ДЕРЕВЯННЫЕ	1		6	0	45000	1	2019	11
11/2019	AT	ЭК	4910000000	ПРОЧЕЕ	1		0	0	45000	1	2019	11
11/2019	GB	ЭК	4203300000	ПРЕДМЕТЫ ОДЕЖДЫ И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ, ИЗ НАТУРАЛЬНОЙ КОЖИ ИЛИ КОМПОЗИЦИОННОЙ КОЖИ	1		0	0	45000	1	2019	11
11/2019	BY	ИМ	5903901000	ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ ДУБЛИРОВАННЫЕ ПЛАСТМАССАМИ, КРОМЕ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5902	М2		0	0	45000	1	2019	11
11/2019	EE	ИМ	6204520000	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	4	45000	1	2019	11
11/2019	DE	ИМ	6203421100	КОСТЮМЫ, КОМПЛЕКТЫ, ПИДЖАКИ, БЛАЙЗЕРЫ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ	ШТ		0	8	45000	1	2019	11
11/2019	GE	ИМ	6204691800	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	22	45000	1	2019	11
11/2019	AT	ИМ	7013339100	ПОСУДА СТОЛОВАЯ И КУХОННАЯ, ПРИНАДЛЕЖНОСТИ ТУАЛЕТНЫЕ И КАНЦЕЛЯРСКИЕ, ИЗДЕЛИЯ ДЛЯ ДОМАШНЕГО УБРАНСТВА ИЛИ АНАЛОГИЧНЫХ ЦЕЛЕЙ, СТЕКЛЯННЫЕ (КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 7010 ИЛИ 7018)	ШТ		0	26	45000	1	2019	11
11/2019	IT	ИМ	8504901800	ТРАНСФОРМАТОРЫ ЭЛЕКТРИЧЕСКИЕ, СТАТИЧЕСКИЕ ЭЛЕКТРИЧЕСКИЕ ПРЕОБРАЗОВАТЕЛИ (НАПРИМЕР, ВЫПРЯМИТЕЛИ), КАТУШКИ ИНДУКТИВНОСТИ И ДРОССЕЛИ	1		0	0	45000	1	2019	11
11/2019	KZ	ИМ	8481900000	КРАНЫ, КЛАПАНЫ, ВЕНТИЛИ И АНАЛОГИЧНАЯ АРМАТУРА ДЛЯ ТРУБОПРОВОДОВ, КОТЛОВ, РЕЗЕРВУАРОВ, ЦИСТЕРН, БАКОВ ИЛИ АНАЛОГИЧНЫХ ЕМКОСТЕЙ, ВКЛЮЧАЯ РЕДУКЦИОННЫЕ И ТЕРМОРЕГУЛИРУЕМЫЕ КЛАПАНЫ	1		9	0	45000	1	2019	11
11/2019	EG	ИМ	3920621903	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ, ПРОЧИЕ, ИЗ ПЛАСТМАСС, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ	1		0	0	45000	1	2019	11
08/2020	BY	ИМ	8302420000	КРЕПЕЖНАЯ АРМАТУРА, ФУРНИТУРА И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ МЕБЕЛИ, ДВЕРЕЙ, ЛЕСТНИЦ, ОКОН, ШТОР, В САЛОНАХ ТРАНСПОРТНЫХ СРЕДСТВ, ШОРНЫХ ИЗДЕЛИЙ, ЧЕМОДАНОВ, ЯЩИКОВ, ШКАТУЛОК ИЛИ АНАЛОГИЧНЫХ ИЗДЕЛИЙ; ВЕШАЛКИ ДЛЯ ШЛЯП, КРЮЧКИ ДЛЯ ШЛЯП, КРОНШТЕЙНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ; МЕБЕЛЬНЫЕ КОЛЕСА С КРЕПЕЖНЫМИ ПРИСПОСОБЛЕНИЯМИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ; АВТОМАТИЧЕСКИЕ УСТРОЙСТВА ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ ДЛЯ ЗАКРЫВАНИЯ ДВЕРЕЙ	1		0	0	70000	1	2020	8
08/2020	DK	ИМ	4016930005	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1		0	0	7000	8	2020	8
08/2020	BY	ИМ	8481808199	КРАНЫ, КЛАПАНЫ, ВЕНТИЛИ И АНАЛОГИЧНАЯ АРМАТУРА ДЛЯ ТРУБОПРОВОДОВ, КОТЛОВ, РЕЗЕРВУАРОВ, ЦИСТЕРН, БАКОВ ИЛИ АНАЛОГИЧНЫХ ЕМКОСТЕЙ, ВКЛЮЧАЯ РЕДУКЦИОННЫЕ И ТЕРМОРЕГУЛИРУЕМЫЕ КЛАПАНЫ	1		0	0	15000	1	2020	8
08/2020	OS	ЭК	1704907100	КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА (ВКЛЮЧАЯ БЕЛЫЙ ШОКОЛАД), НЕ СОДЕРЖАЩИЕ КАКАО	1		250	0	7000	8	2020	8
08/2020	BY	ЭК	8207403000	СМЕННЫЕ РАБОЧИЕ ИНСТРУМЕНТЫ ДЛЯ РУЧНЫХ ИНСТРУМЕНТОВ, С МЕХАНИЧЕСКИМ ПРИВОДОМ ИЛИ БЕЗ НЕГО ИЛИ ДЛЯ СТАНКОВ (НАПРИМЕР, ДЛЯ ПРЕССОВАНИЯ, ШТАМПОВКИ, ВЫРУБКИ, НАРЕЗАНИЯ РЕЗЬБЫ, СВЕРЛЕНИЯ, РАСТАЧИВАНИЯ, ПРОТЯГИВАНИЯ, ФРЕЗЕРОВАНИЯ, ТОКАРНОЙ ОБРАБОТКИ ИЛИ ЗАВИНЧИВАНИЯ), ВКЛЮЧАЯ ФИЛЬЕРЫ ДЛЯ ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ МЕТАЛЛА, ИНСТРУМЕНТЫ ДЛЯ БУРЕНИЯ СКАЛЬНЫХ ПОРОД ИЛИ ГРУНТОВ	1		0	0	15000	1	2020	8
08/2020	IN	ИМ	7318290009	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	7000	8	2020	8
08/2020	US	ИМ	7318165000	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	7000	8	2020	8
08/2020	UA	ИМ	3920102500	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ, ПРОЧИЕ, ИЗ ПЛАСТМАСС, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ	1		0	0	15000	1	2020	8
08/2020	BY	ЭК	7304410005	ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ)	1		4045	0	15000	1	2020	8
08/2020	CN	ИМ	8609009009	ПРОЧЕЕ	ШТ		45240	12	7000	8	2020	8
08/2020	OS	ЭК	8516320000	ЭЛЕКТРИЧЕСКИЕ ВОДОНАГРЕВАТЕЛИ ПРОТОЧНЫЕ ИЛИ НАКОПИТЕЛЬНЫЕ (ЕМКОСТНЫЕ) И ЭЛЕКТРОНАГРЕВАТЕЛИ ПОГРУЖНЫЕ; ЭЛЕКТРООБОРУДОВАНИЕ ОБОГРЕВА ПРОСТРАНСТВА И ОБОГРЕВА ГРУНТА, ЭЛЕКТРОТЕРМИЧЕСКИЕ АППАРАТЫ ДЛЯ УХОДА ЗА ВОЛОСАМИ (НАПРИМЕР, СУШИЛКИ ДЛЯ ВОЛОС, БИГУДИ, ЩИПЦЫ ДЛЯ ГОРЯЧЕЙ ЗАВИВКИ) И СУШИЛКИ ДЛЯ РУК; ЭЛЕКТРОУТЮГИ; ПРОЧИЕ БЫТОВЫЕ ЭЛЕКТРОНАГРЕВАТЕЛЬНЫЕ ПРИБОРЫ; ЭЛЕКТРИЧЕСКИЕ НАГРЕВАТЕЛЬНЫЕ СОПРОТИВЛЕНИЯ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8545	ШТ		0	6	15000	1	2020	8
08/2020	AZ	ЭК	4416000000	ПРОЧЕЕ	1		93	0	82000	8	2020	8
08/2020	AZ	ЭК	1602323000	ГОТОВЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ ПРОДУКТЫ ИЗ МЯСА, МЯСНЫХ СУБПРОДУКТОВ, КРОВИ ИЛИ НАСЕКОМЫХ ПРОЧИЕ	1		0	0	82000	8	2020	8
08/2020	AZ	ЭК	8461401900	СТАНКИ ПРОДОЛЬНО-СТРОГАЛЬНЫЕ, ПОПЕРЕЧНО-СТРОГАЛЬНЫЕ, ДОЛБЕЖНЫЕ, ПРОТЯЖНЫЕ, ЗУБОРЕЗНЫЕ, ЗУБОШЛИФОВАЛЬНЫЕ ИЛИ ЗУБООТДЕЛОЧНЫЕ, ПИЛЬНЫЕ, ОТРЕЗНЫЕ И ДРУГИЕ СТАНКИ ДЛЯ ОБРАБОТКИ МЕТАЛЛОВ ИЛИ МЕТАЛЛОКЕРАМИКИ ПОСРЕДСТВОМ УДАЛЕНИЯ МАТЕРИАЛА, В ДРУГИХ МЕСТАХ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	ШТ		13600	3	82000	8	2020	8
08/2020	LT	ИМ	7318240009	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		30	0	28000	1	2020	8
08/2020	BY	ИМ	6204639000	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	8	15000	1	2020	8
08/2020	AM	ИМ	2008606009	ФРУКТЫ, ОРЕХИ И ПРОЧИЕ СЪЕДОБНЫЕ ЧАСТИ РАСТЕНИЙ, ПРИГОТОВЛЕННЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ ИНЫМ СПОСОБОМ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ ИЛИ СПИРТА, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1		0	0	15000	1	2020	8
08/2020	CN	ИМ	7307910000	ФИТИНГИ ДЛЯ ТРУБ ИЛИ ТРУБОК (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, СГОНЫ), ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		128	0	15000	1	2020	8
08/2020	BY	ЭК	9608990009	РУЧКИ ШАРИКОВЫЕ; РУЧКИ И МАРКЕРЫ С НАКОНЕЧНИКОМ ИЗ ВОЙЛОКА ИЛИ ФЕТРА И ПРОЧИХ ПОРИСТЫХ МАТЕРИАЛОВ; АВТОРУЧКИ ЧЕРНИЛЬНЫЕ, СТИЛОГРАФЫ И РУЧКИ ПРОЧИЕ; ПЕРЬЯ КОПИРОВАЛЬНЫЕ; КАРАНДАШИ С ВЫТАЛКИВАЕМЫМ ИЛИ СКОЛЬЗЯЩИМ СТЕРЖНЕМ; ДЕРЖАТЕЛИ ДЛЯ ПЕРЬЕВ, ДЕРЖАТЕЛИ ДЛЯ КАРАНДАШЕЙ И АНАЛОГИЧНЫЕ ДЕРЖАТЕЛИ; ЧАСТИ (ВКЛЮЧАЯ КОЛПАЧКИ И ЗАЖИМЫ) ИЗДЕЛИЙ, ПЕРЕЧИСЛЕННЫХ ВЫШЕ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 9609	1		0	0	15000	1	2020	8
08/2020	TR	ИМ	8480500000	ОПОКИ ДЛЯ МЕТАЛЛОЛИТЕЙНОГО ПРОИЗВОДСТВА; ЛИТЕЙНЫЕ ПОДДОНЫ; МОДЕЛИ ЛИТЕЙНЫЕ; ФОРМЫ ДЛЯ ЛИТЬЯ МЕТАЛЛОВ (КРОМЕ ИЗЛОЖНИЦ), КАРБИДОВ МЕТАЛЛОВ, СТЕКЛА, МИНЕРАЛЬНЫХ МАТЕРИАЛОВ, РЕЗИНЫ ИЛИ ПЛАСТМАСС	1		0	0	28000	1	2020	8
08/2020	AM	ЭК	9503007500	"ИГРУШКИ ПРОЧИЕ; МОДЕЛИ В УМЕНЬШЕННОМ РАЗМЕРЕ (\"В МАСШТАБЕ\") И АНАЛОГИЧНЫЕ МОДЕЛИ ДЛЯ РАЗВЛЕЧЕНИЙ, ДЕЙСТВУЮЩИЕ ИЛИ НЕДЕЙСТВУЮЩИЕ; ГОЛОВОЛОМКИ ВСЕХ ВИДОВ"	ШТ		0	60	66000	1	2020	8
08/2020	AZ	ЭК	4016999708	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1		0	0	28000	1	2020	8
08/2020	IT	ИМ	6403599500	ОБУВЬ С ПОДОШВОЙ ИЗ РЕЗИНЫ, ПЛАСТМАССЫ, НАТУРАЛЬНОЙ ИЛИ КОМПОЗИЦИОННОЙ КОЖИ И С ВЕРХОМ ИЗ НАТУРАЛЬНОЙ КОЖИ	ПАР		0	22	28000	1	2020	8
08/2020	BY	ЭК	8515110000	МАШИНЫ И АППАРАТЫ ДЛЯ ЭЛЕКТРИЧЕСКОЙ (В ТОМ ЧИСЛЕ С ЭЛЕКТРИЧЕСКИМ НАГРЕВОМ ГАЗА), ЛАЗЕРНОЙ ИЛИ ДРУГОЙ СВЕТОВОЙ ИЛИ ФОТОННОЙ, УЛЬТРАЗВУКОВОЙ, ЭЛЕКТРОННО-ЛУЧЕВОЙ, МАГНИТНО-ИМПУЛЬСНОЙ ИЛИ ПЛАЗМЕННО-ДУГОВОЙ НИЗКОТЕМПЕРАТУРНОЙ ПАЙКИ, ВЫСОКОТЕМПЕРАТУРНОЙ ПАЙКИ ИЛИ СВАРКИ НЕЗАВИСИМО ОТ ТОГО, МОГУТ ЛИ ОНИ ВЫПОЛНЯТЬ ОПЕРАЦИИ РЕЗАНИЯ ИЛИ НЕТ; МАШИНЫ И АППАРАТЫ ЭЛЕКТРИЧЕСКИЕ ДЛЯ ГОРЯЧЕГО НАПЫЛЕНИЯ МЕТАЛЛОВ ИЛИ МЕТАЛЛОКЕРАМИКИ	ШТ		0	127	28000	1	2020	8
08/2020	BY	ЭК	8519899009	АППАРАТУРА ЗВУКОЗАПИСЫВАЮЩАЯ ИЛИ ЗВУКОВОСПРОИЗВОДЯЩАЯ	ШТ		0	1	66000	1	2020	8
08/2020	BY	ЭК	6204530000	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	175	66000	1	2020	8
08/2020	CN	ИМ	5606009100	ПРОЧЕЕ	1		0	0	28000	1	2020	8
08/2020	BY	ЭК	6107110000	КАЛЬСОНЫ, ТРУСЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ	ШТ		0	330	66000	1	2020	8
08/2020	BY	ЭК	8536508009	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	28000	1	2020	8
08/2020	BY	ЭК	4203300000	ПРЕДМЕТЫ ОДЕЖДЫ И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ, ИЗ НАТУРАЛЬНОЙ КОЖИ ИЛИ КОМПОЗИЦИОННОЙ КОЖИ	1		0	0	66000	1	2020	8
08/2020	DE	ИМ	8413504000	НАСОСЫ ЖИДКОСТНЫЕ С РАСХОДОМЕРАМИ ИЛИ БЕЗ НИХ; ПОДЪЕМНИКИ ЖИДКОСТЕЙ	ШТ		0	9	28000	1	2020	8
08/2020	KZ	ЭК	8504409000	ТРАНСФОРМАТОРЫ ЭЛЕКТРИЧЕСКИЕ, СТАТИЧЕСКИЕ ЭЛЕКТРИЧЕСКИЕ ПРЕОБРАЗОВАТЕЛИ (НАПРИМЕР, ВЫПРЯМИТЕЛИ), КАТУШКИ ИНДУКТИВНОСТИ И ДРОССЕЛИ	ШТ		0	20	66000	1	2020	8
08/2020	CN	ИМ	3926909709	ИЗДЕЛИЯ ПРОЧИЕ ИЗ ПЛАСТМАСС И ИЗДЕЛИЯ ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901 - 3914	1		0	0	54000	1	2020	8
08/2020	KZ	ЭК	8413190000	НАСОСЫ ЖИДКОСТНЫЕ С РАСХОДОМЕРАМИ ИЛИ БЕЗ НИХ; ПОДЪЕМНИКИ ЖИДКОСТЕЙ	ШТ		18000	4	54000	1	2020	8
08/2020	BY	ИМ	6104630000	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	777	54000	1	2020	8
08/2020	UA	ЭК	7411109000	ТРУБЫ И ТРУБКИ МЕДНЫЕ	1		0	0	66000	1	2020	8
08/2020	ID	ИМ	8536501907	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	54000	1	2020	8
